,_id,ltable_id,rtable_id,name_name_cos_dlm_dc0_dlm_dc0,name_name_cos_qgm_3_qgm_3,name_name_dice_dlm_dc0_dlm_dc0,name_name_dice_qgm_3_qgm_3,name_name_lev_sim,name_name_jar,name_name_jwn,name_name_exm,name_name_mel_dlm_dc0_dlm_dc0,name_name_mel_qgm_3_qgm_3,name_name_overlap_coeff_dlm_dc0_dlm_dc0,name_name_overlap_coeff_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,name_name_jac_qgm_3_qgm_3,addr_addr_cos_dlm_dc0_dlm_dc0,addr_addr_cos_qgm_3_qgm_3,addr_addr_dice_dlm_dc0_dlm_dc0,addr_addr_dice_qgm_3_qgm_3,addr_addr_lev_sim,addr_addr_jar,addr_addr_jwn,addr_addr_exm,addr_addr_mel_dlm_dc0_dlm_dc0,addr_addr_mel_qgm_3_qgm_3,addr_addr_overlap_coeff_dlm_dc0_dlm_dc0,addr_addr_overlap_coeff_qgm_3_qgm_3,addr_addr_jac_dlm_dc0_dlm_dc0,addr_addr_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_cos_qgm_3_qgm_3,city_city_dice_dlm_dc0_dlm_dc0,city_city_dice_qgm_3_qgm_3,city_city_lev_sim,city_city_jar,city_city_jwn,city_city_exm,city_city_mel_dlm_dc0_dlm_dc0,city_city_mel_qgm_3_qgm_3,city_city_overlap_coeff_dlm_dc0_dlm_dc0,city_city_overlap_coeff_qgm_3_qgm_3,city_city_jac_dlm_dc0_dlm_dc0,city_city_jac_qgm_3_qgm_3,phone_phone_cos_qgm_2_qgm_2,phone_phone_cos_qgm_3_qgm_3,phone_phone_dice_qgm_2_qgm_2,phone_phone_dice_qgm_3_qgm_3,phone_phone_lev_sim,phone_phone_jar,phone_phone_jwn,phone_phone_exm,phone_phone_mel_qgm_2_qgm_2,phone_phone_mel_qgm_3_qgm_3,phone_phone_overlap_coeff_qgm_2_qgm_2,phone_phone_overlap_coeff_qgm_3_qgm_3,phone_phone_jac_qgm_2_qgm_2,phone_phone_jac_qgm_3_qgm_3,type_type_cos_dlm_dc0_dlm_dc0,type_type_cos_qgm_3_qgm_3,type_type_dice_dlm_dc0_dlm_dc0,type_type_dice_qgm_3_qgm_3,type_type_lev_sim,type_type_jar,type_type_jwn,type_type_exm,type_type_mel_dlm_dc0_dlm_dc0,type_type_mel_qgm_3_qgm_3,type_type_overlap_coeff_dlm_dc0_dlm_dc0,type_type_overlap_coeff_qgm_3_qgm_3,type_type_jac_dlm_dc0_dlm_dc0,type_type_jac_qgm_3_qgm_3,class_class_exm,class_class_anm,class_class_lev_sim,gold
590,590,73,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
591,591,79,73,0.0,0.36380343755449945,0.0,0.36363636363636365,0.19999999999999996,0.7184703946113586,0.7466233372688293,0,0.6988095343112946,0.7944444566965103,0.0,0.375,0.0,0.2222222222222222,0.2886751345948129,0.3086066999241839,0.2857142857142857,0.3076923076923077,0.42105263157894735,0.5837719440460205,0.6253947615623474,0,0.674999992052714,0.6950617366366916,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.0,0.0,0.0,0.0,0.06666666666666665,0.3222222328186035,0.3222222328186035,0,0.4722222089767456,0.6388889104127884,0.0,0.0,0.0,0.0,0.16012815380508716,0.0,0.16,0.0,0.41666666666666663,0.6269841194152832,0.6269841194152832,0,0.7384615723903363,0.7269841432571411,0.16666666666666666,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.5333333611488342,0.5333333611488342,0,0.5333333611488342,0.6857143044471741,0.0,0.0,0.0,0.0,0,0.9901960784313726,0.33333333333333337,0
592,592,146,73,0.0,0.37573457465108967,0.0,0.375,0.2666666666666667,0.5731379985809326,0.6158242225646973,0,0.4523809552192688,0.8103703816731771,0.0,0.4,0.0,0.23076923076923078,0.0,0.08908708063747481,0.0,0.08888888888888889,0.31818181818181823,0.5602870583534241,0.6042583584785461,0,0.546746039390564,0.6620370546976725,0.0,0.09523809523809523,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.06666666666666665,0.40317460894584656,0.40317460894584656,0,0.4476190507411957,0.629629651705424,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.08,0.0,0.25,0.5555555820465088,0.5555555820465088,0,0.6102564426568838,0.6079365270478385,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.5,0.5,0,0.4952380955219269,0.6026144027709961,0.0,0.0,0.0,0.0,0,0.8924889543446244,0.33333333333333337,0
593,593,153,73,0.0,0.38949041885226,0.0,0.3888888888888889,0.2941176470588235,0.6516339778900146,0.7213071584701538,0,0.8211640119552612,0.792982468479558,0.0,0.4117647058823529,0.0,0.2413793103448276,0.0,0.13093073414159545,0.0,0.13043478260869565,0.3913043478260869,0.6344393491744995,0.6709954142570496,0,0.6280555725097656,0.6773333525657654,0.0,0.14285714285714285,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.1333333333333333,0.4138889014720917,0.4138889014720917,0,0.550000011920929,0.6311111330986023,0.0,0.0,0.0,0.0,0.08333333333333334,0.0,0.08333333333333333,0.0,0.25,0.4722222089767456,0.4722222089767456,0,0.6102564426568838,0.6587301790714264,0.08333333333333333,0.0,0.043478260869565216,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.8833819241982508,0.6666666666666667,0
594,594,237,73,0.4999999999999999,0.5457051563317492,0.5,0.5454545454545454,0.6666666666666667,0.7790764570236206,0.8011687994003296,0,0.7892857193946838,0.8472222313284874,0.5,0.5625,0.3333333333333333,0.375,0.0,0.13650472655798704,0.0,0.13636363636363635,0.23809523809523814,0.5970481634140015,0.6373433470726013,0,0.5976190368334452,0.5449275503987852,0.0,0.14285714285714285,0.0,0.07317073170731707,0.40824829046386296,0.4383570037596046,0.4,0.4375,0.5333333333333333,0.6329059600830078,0.6696153879165649,0,0.7589285671710968,0.8044444561004639,0.5,0.4666666666666667,0.25,0.28,0.16012815380508716,0.0,0.16,0.0,0.41666666666666663,0.5555555820465088,0.5555555820465088,0,0.7410256770940927,0.7555555701255798,0.16666666666666666,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.5,0.5,0,0.4952380955219269,0.6026144027709961,0.0,0.0,0.0,0.0,0,0.02970297029702973,0.0,0
595,595,288,73,0.40824829046386296,0.44556639433950346,0.4,0.43902439024390244,0.5454545454545454,0.7613275647163391,0.7851948142051697,0,0.7055555582046509,0.7851851979891459,0.5,0.5294117647058824,0.25,0.28125,0.0,0.19047619047619047,0.0,0.19047619047619047,0.26315789473684215,0.5723684430122375,0.6578947305679321,0,0.6012962957223257,0.623280440058027,0.0,0.19047619047619047,0.0,0.10526315789473684,0.0,0.13453455879926252,0.0,0.13333333333333333,0.19999999999999996,0.46010100841522217,0.514090895652771,0,0.5111111104488373,0.5863248018118051,0.0,0.15384615384615385,0.0,0.07142857142857142,0.16666666666666669,0.0,0.16666666666666666,0.0,0.33333333333333337,0.5444444417953491,0.5444444417953491,0,0.7076923342851492,0.6952381134033203,0.16666666666666666,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.5,0.5,0,0.4952380955219269,0.6026144027709961,0.0,0.0,0.0,0.0,0,0.11386138613861385,0.33333333333333337,0
596,596,74,74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
597,597,75,74,0.33333333333333337,0.468292905790847,0.3333333333333333,0.46511627906976744,0.5,0.7226678729057312,0.8336006999015808,0,0.6885185241699219,0.8374269102749071,0.3333333333333333,0.5263157894736842,0.2,0.30303030303030304,0.2886751345948129,0.29999999999999993,0.2857142857142857,0.3,0.33333333333333337,0.6370370388031006,0.6733333468437195,0,0.5395833253860474,0.713333347439766,0.3333333333333333,0.3,0.16666666666666666,0.17647058823529413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.4003203845127179,0.35714285714285715,0.4,0.35714285714285715,0.5,0.7962962985038757,0.8777777552604675,0,0.8128205400246841,0.7825396955013275,0.4166666666666667,0.35714285714285715,0.25,0.21739130434782608,0.0,0.0,0.0,0.0,0.1428571428571429,0.4285714328289032,0.4285714328289032,0,0.4285714328289032,0.4962963130739,0.0,0.0,0.0,0.0,0,0.9983552631578947,0.6666666666666667,0
598,598,74,75,0.33333333333333337,0.468292905790847,0.3333333333333333,0.46511627906976744,0.5,0.7226678729057312,0.8336006999015808,0,0.7073015968004862,0.8092592706282934,0.3333333333333333,0.5263157894736842,0.2,0.30303030303030304,0.2886751345948129,0.29999999999999993,0.2857142857142857,0.3,0.33333333333333337,0.6370370388031006,0.6733333468437195,0,0.7055555582046509,0.7366666823625565,0.3333333333333333,0.3,0.16666666666666666,0.17647058823529413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.4003203845127179,0.35714285714285715,0.4,0.35714285714285715,0.5,0.7962962985038757,0.8777777552604675,0,0.8333333547298725,0.8253968358039856,0.4166666666666667,0.35714285714285715,0.25,0.21739130434782608,0.0,0.0,0.0,0.0,0.1428571428571429,0.4285714328289032,0.4285714328289032,0,0.4285714328289032,0.6246913803948296,0.0,0.0,0.0,0.0,0,0.9983552631578947,0.6666666666666667,0
599,599,75,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
600,600,76,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
601,601,77,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
602,602,10,78,0.35355339059327373,0.3356243110397689,0.3333333333333333,0.3181818181818182,0.37037037037037035,0.5955603122711182,0.6360042691230774,0,0.6914682611823082,0.7325670657486751,0.5,0.4666666666666667,0.2,0.1891891891891892,0.0,0.13497638119975425,0.0,0.13333333333333333,0.25,0.5179738402366638,0.5661764740943909,0,0.603425920009613,0.5794871953817514,0.0,0.15789473684210525,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.2944444417953491,0.2944444417953491,0,0.4583333432674408,0.4511111259460449,0.0,0.0,0.0,0.0,0.16012815380508716,0.0,0.16,0.0,0.41666666666666663,0.6111111044883728,0.6111111044883728,0,0.7358974676865798,0.723809540271759,0.16666666666666666,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.5050504803657532,0.5050504803657532,0,0.5050504803657532,0.5675213887141302,0.0,0.0,0.0,0.0,0,0.8887070376432078,0.0,0
603,603,12,78,0.0,0.2760262237369417,0.0,0.27586206896551724,0.15384615384615385,0.5470085740089417,0.5923077464103699,0,0.7031746208667755,0.761904776096344,0.0,0.2857142857142857,0.0,0.16,0.0,0.15018785229652765,0.0,0.15,0.3157894736842105,0.5562435388565063,0.6006191968917847,0,0.43703705072402954,0.4888888994852702,0.0,0.15789473684210525,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.1333333333333333,0.4555555582046509,0.4555555582046509,0,0.4555555582046509,0.644444465637207,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.08,0.0,0.25,0.5444444417953491,0.5444444417953491,0,0.6076923379531274,0.6174603360039848,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6666666865348816,0.0,0.0,0.0,0.0,0,0.8919803600654664,0.0,0
604,604,13,78,0.0,0.2760262237369417,0.0,0.27586206896551724,0.23076923076923073,0.6120268702507019,0.6508241891860962,0,0.722222238779068,0.7650793790817261,0.0,0.2857142857142857,0.0,0.16,0.0,0.11803342130469505,0.0,0.11320754716981132,0.21875,0.6002451181411743,0.640220582485199,0,0.4306666493415833,0.5457516505437738,0.0,0.15789473684210525,0.0,0.06,0.0,0.11764705882352941,0.0,0.11764705882352941,0.2666666666666667,0.5968254208564758,0.6371428966522217,0,0.6013889014720917,0.6457516515956205,0.0,0.11764705882352941,0.0,0.0625,0.17407765595569785,0.0,0.17391304347826086,0.0,0.41666666666666663,0.6746031641960144,0.6746031641960144,0,0.7435897817978492,0.7285714447498322,0.18181818181818182,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.5555555820465088,0.5555555820465088,0,0.517592598994573,0.4766666829586029,0.0,0.0,0.0,0.0,0,0.8936170212765957,0.0,0
605,605,23,78,0.4999999999999999,0.5012804118276031,0.5,0.5,0.6153846153846154,0.8881118893623352,0.8993006944656372,0,0.8682142794132233,0.8461538553237915,0.5,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.17342199390482396,0.0,0.1702127659574468,0.34615384615384615,0.6597422361373901,0.6937680244445801,0,0.5930555537343025,0.5642857296126229,0.0,0.21052631578947367,0.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6888889074325562,0.0,0.0,0.0,0.0,0.3202563076101743,0.07142857142857142,0.32,0.07142857142857142,0.41666666666666663,0.6269841194152832,0.6269841194152832,0,0.7871795159119827,0.7571428716182709,0.3333333333333333,0.07142857142857142,0.19047619047619047,0.037037037037037035,0.0,0.0,0.0,0.0,0.30000000000000004,0.7111111283302307,0.7111111283302307,0,0.7111111283302307,0.7129629800717036,0.0,0.0,0.0,0.0,0,0.9099836333878887,0.0,0
606,606,33,78,0.4999999999999999,0.4666666666666666,0.5,0.4666666666666667,0.5384615384615384,0.7435897588729858,0.7692307829856873,0,0.7857142984867096,0.8044444561004639,0.5,0.4666666666666667,0.3333333333333333,0.30434782608695654,0.5,0.40050093945740706,0.5,0.4,0.5263157894736843,0.7791537642478943,0.8012384176254272,0,0.7545833215117455,0.7195767277763003,0.5,0.42105263157894735,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6888889074325562,0.0,0.0,0.0,0.0,0.16666666666666669,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.33333333333333337,0.5444444417953491,0.6355555653572083,0,0.5230769423338083,0.6015873168195996,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.07692307692307693,0.0,0.0,0.0,0.0,0.125,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6666666865348816,0.0,0.0,0.0,0.0,0,0.9263502454991817,0.0,0
607,607,43,78,0.4999999999999999,0.4146442144313646,0.5,0.4117647058823529,0.47058823529411764,0.5924249887466431,0.6331824660301208,0,0.7701298594474792,0.7251462120758859,0.5,0.4666666666666667,0.3333333333333333,0.25925925925925924,0.0,0.13497638119975425,0.0,0.13333333333333333,0.33333333333333337,0.6016339659690857,0.6414705514907837,0,0.613703707853953,0.5786324945779947,0.0,0.15789473684210525,0.0,0.07142857142857142,0.0,0.17149858514250885,0.0,0.17142857142857143,0.1875,0.6097221970558167,0.6487500071525574,0,0.5596560835838318,0.6876543396049075,0.0,0.17647058823529413,0.0,0.09375,0.08006407690254358,0.0,0.08,0.0,0.25,0.6111111044883728,0.6111111044883728,0,0.7102564435738784,0.6746031939983368,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.125,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6666666865348816,0.0,0.0,0.0,0.0,0,0.9427168576104746,0.0,0
608,608,48,78,0.40824829046386296,0.4146442144313646,0.4,0.4117647058823529,0.47058823529411764,0.6858220100402832,0.7172397971153259,0,0.7206349074840546,0.7953216496266817,0.5,0.4666666666666667,0.25,0.25925925925925924,0.0,0.13764944032233706,0.0,0.13636363636363635,0.26086956521739135,0.5244184732437134,0.5719766020774841,0,0.28652776777744293,0.45955556869506836,0.0,0.15789473684210525,0.0,0.07317073170731707,0.0,0.12126781251816648,0.0,0.12121212121212122,0.2666666666666667,0.6079365015029907,0.6471428275108337,0,0.6059523820877075,0.6763889081776142,0.0,0.125,0.0,0.06451612903225806,0.24019223070763074,0.0,0.24,0.0,0.33333333333333337,0.6269841194152832,0.6269841194152832,0,0.7641025965030377,0.7111111283302307,0.25,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.125,0.5138888955116272,0.5138888955116272,0,0.5138888955116272,0.6666666865348816,0.0,0.0,0.0,0.0,0,0.9509001636661211,0.33333333333333337,0
609,609,72,78,0.0,0.36514837167011077,0.0,0.36363636363636365,0.375,0.6980769038200378,0.7282692193984985,0,0.6718518535296122,0.8197530971633064,0.0,0.4,0.0,0.2222222222222222,0.0,0.14673479641335552,0.0,0.14634146341463414,0.30000000000000004,0.5857298374176025,0.6271568536758423,0,0.6358024875322977,0.5919192054054954,0.0,0.15789473684210525,0.0,0.07894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.5,0.5833333333333334,0.5,0.6666666666666667,0.7962962985038757,0.8777777552604675,0,0.8794871935477624,0.8555555641651154,0.5833333333333334,0.5,0.4117647058823529,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4555555582046509,0.4555555582046509,0,0.4555555582046509,0.4730158873966762,0.0,0.0,0.0,0.0,0,0.9901800327332242,0.33333333333333337,0
610,610,78,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
611,611,115,78,0.40824829046386296,0.4146442144313646,0.4,0.4117647058823529,0.5294117647058824,0.6524887084960938,0.6872398257255554,0,0.6907936632633209,0.7590643418462653,0.5,0.4666666666666667,0.25,0.25925925925925924,0.2886751345948129,0.3244428422615251,0.2857142857142857,0.32432432432432434,0.4117647058823529,0.5735294222831726,0.6161764860153198,0,0.5166666706403097,0.709876557191213,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.1935483870967742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.3202563076101743,0.2857142857142857,0.32,0.2857142857142857,0.5,0.7361111044883728,0.8416666388511658,0,0.7358974631016071,0.7650793790817261,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.5518518686294556,0.0,0.0,0.0,0.0,0,0.9429012345679012,0.33333333333333337,0
612,612,144,78,0.40824829046386296,0.44038550605054416,0.4,0.43243243243243246,0.47619047619047616,0.615140438079834,0.6536263823509216,0,0.7748148242632548,0.790338176748027,0.5,0.5333333333333333,0.25,0.27586206896551724,0.0,0.1538967528127731,0.0,0.15384615384615385,0.2222222222222222,0.5065359473228455,0.5558823347091675,0,0.38944443066914874,0.4888889014720917,0.0,0.15789473684210525,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.06666666666666665,0.40317460894584656,0.40317460894584656,0,0.4476190507411957,0.629629651705424,0.0,0.0,0.0,0.0,0.24019223070763074,0.07142857142857142,0.24,0.07142857142857142,0.33333333333333337,0.6944444179534912,0.6944444179534912,0,0.7102564389889057,0.7111111283302307,0.25,0.07142857142857142,0.13636363636363635,0.037037037037037035,0.0,0.0,0.0,0.0,0.16666666666666663,0.4722222089767456,0.4722222089767456,0,0.4722222089767456,0.5238095436777387,0.0,0.0,0.0,0.0,0,0.9025110782865583,0.33333333333333337,0
613,613,149,78,0.4999999999999999,0.47387910220727386,0.5,0.47058823529411764,0.47058823529411764,0.6294620633125305,0.6665158867835999,0,0.8051947951316833,0.7883041061853108,0.5,0.5333333333333333,0.3333333333333333,0.3076923076923077,0.0,0.14673479641335552,0.0,0.14634146341463414,0.35,0.5960784554481506,0.6364706158638,0,0.5813580354054769,0.5898990062150088,0.0,0.15789473684210525,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.06666666666666665,0.40317460894584656,0.40317460894584656,0,0.4476190507411957,0.629629651705424,0.0,0.0,0.0,0.0,0.16012815380508716,0.0,0.16,0.0,0.33333333333333337,0.6944444179534912,0.6944444179534912,0,0.7384615723903363,0.7079365253448486,0.16666666666666666,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.5111111402511597,0.5111111402511597,0,0.5111111402511597,0.614814837773641,0.0,0.0,0.0,0.0,0,0.8958944281524927,0.33333333333333337,0
614,614,150,78,0.0,0.24343224778007383,0.0,0.24242424242424243,0.3125,0.753642201423645,0.7782779932022095,0,0.7000000178813934,0.7370370527108511,0.0,0.26666666666666666,0.0,0.13793103448275862,0.0,0.1538967528127731,0.0,0.15384615384615385,0.2777777777777778,0.5550109148025513,0.5995098352432251,0,0.5553174515565237,0.6322222411632538,0.0,0.15789473684210525,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.06666666666666665,0.40317460894584656,0.40317460894584656,0,0.4476190507411957,0.629629651705424,0.0,0.0,0.0,0.0,0.08006407690254358,0.0,0.08,0.0,0.16666666666666663,0.5,0.5,0,0.6641026001710159,0.6476190686225891,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.4145299196243286,0.4145299196243286,0,0.2182539701461792,0.37481482823689777,0.0,0.0,0.0,0.0,0,0.8945827232796486,0.33333333333333337,0
615,615,188,78,0.0,0.3450327796711771,0.0,0.3448275862068966,0.23076923076923073,0.6596459150314331,0.6936812996864319,0,0.7833333313465118,0.7968254089355469,0.0,0.35714285714285715,0.0,0.20833333333333334,0.2886751345948129,0.4210526315789473,0.2857142857142857,0.42105263157894735,0.5882352941176471,0.7344028353691101,0.8140819668769836,0,0.65111110607783,0.7216374340810274,0.3333333333333333,0.42105263157894735,0.16666666666666666,0.26666666666666666,0.0,0.11764705882352941,0.0,0.11764705882352941,0.33333333333333337,0.644444465637207,0.6800000071525574,0,0.5416666865348816,0.6810457706451416,0.0,0.11764705882352941,0.0,0.0625,0.16012815380508716,0.0,0.16,0.0,0.25,0.6269841194152832,0.6269841194152832,0,0.6871795195799607,0.7111111283302307,0.16666666666666666,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.5050504803657532,0.5050504803657532,0,0.5050504803657532,0.5675213887141302,0.0,0.0,0.0,0.0,0,0.8462603878116344,0.0,0
616,616,193,78,0.35355339059327373,0.3478327964999673,0.3333333333333333,0.3333333333333333,0.34615384615384615,0.5683760643005371,0.6115384697914124,0,0.6457737982273102,0.6603174763066428,0.5,0.4666666666666667,0.2,0.2,0.2886751345948129,0.33384893044479425,0.2857142857142857,0.3333333333333333,0.47058823529411764,0.6727668642997742,0.7054901719093323,0,0.6166666547457377,0.7241830159636105,0.3333333333333333,0.35294117647058826,0.16666666666666666,0.2,0.0,0.11764705882352941,0.0,0.11764705882352941,0.33333333333333337,0.644444465637207,0.6800000071525574,0,0.5416666865348816,0.6810457706451416,0.0,0.11764705882352941,0.0,0.0625,0.08333333333333334,0.0,0.08333333333333333,0.0,0.33333333333333337,0.5,0.5,0,0.6128205473606403,0.6396825569016593,0.08333333333333333,0.0,0.043478260869565216,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.8404401650618982,0.0,0
617,617,203,78,0.31622776601683794,0.33508312663335643,0.2857142857142857,0.3018867924528302,0.3055555555555556,0.5823361873626709,0.6241025924682617,0,0.6432857096195221,0.6988304273078316,0.5,0.5333333333333333,0.16666666666666666,0.17777777777777778,0.2886751345948129,0.4451319072597257,0.2857142857142857,0.4444444444444444,0.5294117647058824,0.6727668642997742,0.7709367871284485,0,0.6161111195882162,0.7333333422155941,0.3333333333333333,0.47058823529411764,0.16666666666666666,0.2857142857142857,0.0,0.11764705882352941,0.0,0.11764705882352941,0.33333333333333337,0.644444465637207,0.6800000071525574,0,0.5416666865348816,0.6810457706451416,0.0,0.11764705882352941,0.0,0.0625,0.08006407690254358,0.0,0.08,0.0,0.25,0.47777777910232544,0.47777777910232544,0,0.6102564426568838,0.6396825569016593,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.4365079402923584,0.4365079402923584,0,0.4365079402923584,0.562962982389662,0.0,0.0,0.0,0.0,0,0.8290366350067843,0.0,0
