,ltable_id,rtable_id
2139,171,280
2140,176,280
2141,179,280
2142,219,280
2143,226,280
2144,228,280
2145,234,280
2146,236,280
2147,280,280
2148,282,280
2149,291,280
2150,292,280
2151,301,280
2152,302,280
2153,281,281
2154,1,282
2155,4,282
2156,20,282
2157,21,282
2158,40,282
2159,119,282
2160,125,282
2161,138,282
2162,143,282
2163,146,282
2164,158,282
2165,176,282
2166,179,282
2167,199,282
2168,224,282
2169,226,282
2170,228,282
2171,234,282
2172,236,282
2173,255,282
2174,280,282
2175,282,282
2176,291,282
2177,292,282
2178,301,282
2179,66,283
2180,283,283
2181,10,284
2182,12,284
2183,13,284
2184,23,284
2185,33,284
2186,43,284
2187,48,284
2188,72,284
2189,78,284
2190,115,284
2191,144,284
2192,149,284
2193,150,284
2194,188,284
2195,193,284
2196,203,284
2197,209,284
2198,215,284
2199,222,284
2200,245,284
2201,246,284
2202,270,284
2203,275,284
2204,284,284
2205,287,284
2206,308,284
2207,316,284
2208,327,284
2209,331,284
2210,210,285
2211,285,285
2212,286,286
2213,10,287
2214,12,287
2215,13,287
2216,23,287
2217,33,287
2218,43,287
2219,48,287
2220,72,287
2221,78,287
2222,115,287
2223,131,287
2224,134,287
2225,137,287
2226,144,287
2227,149,287
2228,150,287
2229,188,287
2230,193,287
2231,203,287
2232,209,287
2233,215,287
2234,222,287
2235,245,287
2236,246,287
2237,270,287
2238,275,287
2239,284,287
2240,287,287
2241,308,287
2242,316,287
2243,327,287
2244,331,287
2245,7,288
2246,73,288
2247,146,288
2248,231,288
2249,237,288
2250,260,288
2251,268,288
2252,288,288
2253,296,288
2254,279,289
2255,289,289
2256,51,290
2257,67,290
2258,91,290
2259,120,290
2260,218,290
2261,228,290
2262,254,290
2263,266,290
2264,277,290
2265,290,290
2266,303,290
2267,1,291
2268,4,291
2269,20,291
2270,21,291
2271,40,291
2272,60,291
2273,66,291
2274,69,291
2275,104,291
2276,108,291
2277,115,291
2278,119,291
2279,125,291
2280,126,291
2281,138,291
2282,143,291
2283,146,291
2284,158,291
2285,163,291
2286,167,291
2287,175,291
2288,176,291
2289,179,291
2290,185,291
2291,226,291
2292,228,291
2293,234,291
2294,236,291
2295,280,291
2296,282,291
2297,291,291
2298,292,291
2299,301,291
2300,322,291
2301,1,292
2302,4,292
2303,20,292
2304,21,292
2305,40,292
2306,119,292
2307,125,292
2308,138,292
2309,143,292
2310,146,292
2311,158,292
2312,176,292
2313,179,292
2314,226,292
2315,228,292
2316,234,292
2317,236,292
2318,280,292
2319,282,292
2320,291,292
2321,292,292
2322,301,292
2323,293,293
2324,294,294
2325,24,295
2326,116,295
2327,123,295
2328,136,295
2329,148,295
2330,156,295
2331,177,295
2332,183,295
2333,185,295
2334,196,295
2335,197,295
2336,207,295
2337,295,295
2338,298,295
2339,310,295
2340,231,296
2341,260,296
2342,288,296
2343,296,296
2344,83,297
2345,297,297
2346,308,297
2347,309,297
2348,24,298
2349,116,298
2350,123,298
2351,136,298
2352,148,298
2353,156,298
2354,177,298
2355,183,298
2356,185,298
2357,196,298
2358,197,298
2359,207,298
2360,295,298
2361,298,298
2362,310,298
2363,299,299
2364,127,300
2365,300,300
2366,1,301
2367,4,301
2368,20,301
2369,21,301
2370,40,301
2371,119,301
2372,125,301
2373,138,301
2374,143,301
2375,146,301
2376,158,301
2377,176,301
2378,179,301
2379,226,301
2380,228,301
2381,234,301
2382,236,301
2383,280,301
2384,282,301
2385,291,301
2386,292,301
2387,301,301
2388,105,302
2389,134,302
2390,163,302
2391,171,302
2392,219,302
2393,280,302
2394,302,302
2395,51,303
2396,67,303
2397,91,303
2398,120,303
2399,218,303
2400,228,303
2401,254,303
2402,266,303
2403,290,303
2404,303,303
2405,31,304
2406,35,304
2407,36,304
2408,37,304
2409,58,304
2410,89,304
2411,90,304
2412,168,304
2413,200,304
2414,201,304
2415,202,304
2416,258,304
2417,259,304
2418,304,304
2419,323,304
2420,274,305
2421,305,305
2422,309,305
2423,329,305
2424,306,306
2425,307,307
2426,10,308
2427,12,308
2428,13,308
2429,23,308
2430,33,308
2431,43,308
2432,48,308
2433,72,308
2434,78,308
2435,115,308
2436,144,308
2437,149,308
2438,150,308
2439,188,308
2440,193,308
2441,203,308
2442,209,308
2443,215,308
2444,222,308
2445,245,308
2446,246,308
2447,270,308
2448,275,308
2449,284,308
2450,287,308
2451,297,308
2452,308,308
2453,309,308
2454,310,308
2455,316,308
2456,327,308
2457,329,308
2458,331,308
2459,274,309
2460,297,309
2461,305,309
2462,308,309
2463,309,309
2464,310,309
2465,329,309
2466,331,309
2467,24,310
2468,116,310
2469,123,310
2470,136,310
2471,148,310
2472,156,310
2473,177,310
2474,183,310
2475,185,310
2476,196,310
2477,197,310
2478,207,310
2479,295,310
2480,298,310
2481,308,310
2482,309,310
2483,310,310
2484,329,310
2485,331,310
2486,311,311
2487,312,312
2488,313,313
2489,314,314
2490,315,315
2491,10,316
2492,12,316
2493,13,316
2494,23,316
2495,33,316
2496,43,316
2497,48,316
2498,72,316
2499,78,316
2500,115,316
2501,144,316
2502,149,316
2503,150,316
2504,188,316
2505,193,316
2506,203,316
2507,209,316
2508,215,316
2509,222,316
2510,245,316
2511,246,316
2512,270,316
2513,275,316
2514,284,316
2515,287,316
2516,308,316
2517,316,316
2518,327,316
2519,331,316
2520,187,317
2521,317,317
2522,15,318
2523,318,318
2524,37,319
2525,319,319
2526,320,320
2527,321,321
2528,60,322
2529,66,322
2530,69,322
2531,104,322
2532,108,322
2533,115,322
2534,126,322
2535,163,322
2536,167,322
2537,172,322
2538,175,322
2539,185,322
2540,194,322
2541,204,322
2542,291,322
2543,322,322
2544,31,323
2545,35,323
2546,36,323
2547,37,323
2548,58,323
2549,89,323
2550,90,323
2551,168,323
2552,200,323
2553,201,323
2554,202,323
2555,258,323
2556,259,323
2557,304,323
2558,323,323
2559,324,324
2560,325,325
2561,326,326
2562,10,327
2563,12,327
2564,13,327
2565,23,327
2566,33,327
2567,43,327
2568,48,327
2569,72,327
2570,78,327
2571,115,327
2572,144,327
2573,149,327
2574,150,327
2575,188,327
2576,193,327
2577,203,327
2578,209,327
2579,215,327
2580,222,327
2581,245,327
2582,246,327
2583,270,327
2584,275,327
2585,284,327
2586,287,327
2587,308,327
2588,316,327
2589,327,327
2590,331,327
2591,328,328
2592,210,329
2593,274,329
2594,276,329
2595,305,329
2596,308,329
2597,309,329
2598,310,329
2599,329,329
2600,331,329
2601,105,330
2602,330,330
2603,10,331
2604,12,331
2605,13,331
2606,23,331
2607,33,331
2608,43,331
2609,48,331
2610,72,331
2611,78,331
2612,115,331
2613,144,331
2614,149,331
2615,150,331
2616,171,331
2617,176,331
2618,188,331
2619,193,331
2620,203,331
2621,209,331
2622,215,331
2623,222,331
2624,245,331
2625,246,331
2626,270,331
2627,275,331
2628,284,331
2629,287,331
2630,308,331
2631,309,331
2632,310,331
2633,316,331
2634,327,331
2635,329,331
2636,331,331
